pmcid,pmid,doi,title,abstract,year,journal,authors,matched_parts,retrieval_reason
PMC9379641,35983013,10.17912/micropub.biology.000616,"Engineered device in
E. coli
lyses
S. aureus
at physiological fever temperatures","Multiple strains of
Staphylococcus
are resistant to antibiotics, including the well-known methicillin-resistant
Staphylococcus aureus
(MRSA). We share an engineered plasmid device in
Escherichia coli
that lyses the disease-causing pathogen,
S. aureus.
The device was engineered using BioBrick parts obtained from the International Genetically Engineered Machine foundation (iGEM). The cI-blue-lysostaphin device consists of a temperature-sensitive promoter that is activated under physiological fever temperatures above 35°C that drives expression of a blue chromoprotein reporter and mature truncated lysostaphin enzyme. The functioning cI-blue-lysostaphin device was tested for optimal lysis conditions in MM294 and DH5α
E. coli 
chassis and across incubation temperatures ranging from 30-42°C. We conclude that the lysostaphin activity of the cI-blue-lysostaphin device differs between chassis and increases with greater incubation temperature.",2022,microPublication Biology,"Siddiqui F., Ulker M., Laizure I., Johnson K.",BBa_K09899;BBa_K098995;BBa_K1357009;BBa_S05050,biobrick_fulltext_search
PMC9429829,36060754,10.3389/fmicb.2022.981767,The l-rhamnose-dependent regulator RhaS and its target promoters from Escherichia coli expand the genetic toolkit for regulatable gene expression in the acetic acid bacterium Gluconobacter oxydans,"For regulatable target gene expression in the acetic acid bacterium (AAB) Gluconobacter oxydans only recently the first plasmids became available. These systems solely enable AraC- and TetR-dependent induction. In this study we showed that the l-rhamnose-dependent regulator RhaS from Escherichia coli and its target promoters PrhaBAD, PrhaT, and PrhaSR could also be used in G. oxydans for regulatable target gene expression. Interestingly, in contrast to the responsiveness in E. coli, in G. oxydans RhaS increased the expression from PrhaBAD in the absence of l-rhamnose and repressed PrhaBAD in the presence of l-rhamnose. Inserting an additional RhaS binding site directly downstream from the −10 region generating promoter variant PrhaBAD(+RhaS-BS) almost doubled the apparent RhaS-dependent promoter strength. Plasmid-based PrhaBAD and PrhaBAD(+RhaS-BS) activity could be reduced up to 90% by RhaS and l-rhamnose, while a genomic copy of PrhaBAD(+RhaS-BS) appeared fully repressed. The RhaS-dependent repression was largely tunable by l-rhamnose concentrations between 0% and only 0.3% (w/v). The RhaS-PrhaBAD and the RhaS-PrhaBAD(+RhaS-BS) systems represent the first heterologous repressible expression systems for G. oxydans. In contrast to PrhaBAD, the E. coli promoter PrhaT was almost inactive in the absence of RhaS. In the presence of RhaS, the PrhaT activity in the absence of l-rhamnose was weak, but could be induced up to 10-fold by addition of l-rhamnose, resulting in a moderate expression level. Therefore, the RhaS-PrhaT system could be suitable for tunable low-level expression of difficult enzymes or membrane proteins in G. oxydans. The insertion of an additional RhaS binding site directly downstream from the E. coli PrhaT −10 region increased the non-induced expression strength and reversed the regulation by RhaS and l-rhamnose from inducible to repressible. The PrhaSR promoter appeared to be positively auto-regulated by RhaS and this activation was increased by l-rhamnose. In summary, the interplay of the l-rhamnose-binding RhaS transcriptional regulator from E. coli with its target promoters PrhaBAD, PrhaT, PrhaSR and variants thereof provide new opportunities for regulatable gene expression in G. oxydans and possibly also for simultaneous l-rhamnose-triggered repression and activation of target genes, which is a highly interesting possibility in metabolic engineering approaches requiring redirection of carbon fluxes.",2022,Frontiers in Microbiology,"Fricke P., Gries M., Mürköster M., Höninger M., Gätgens J., Bott M., Polen T.",BBa_B1002,biobrick_fulltext_search
PMC9440541,36056377,10.1186/s13068-022-02188-w,Optimum flux rerouting for efficient production of naringenin from acetate in engineered Escherichia coli,"Microbial production of naringenin has received much attention owing to its pharmaceutical applicability and potential as a key molecular scaffold for various flavonoids. In the microbial fermentation, a cheap and abundant feedstock is required to achieve an economically feasible bioprocess. From this perspective, utilizing acetate for naringenin production could be an effective strategy, with the advantages of both low-cost and abundant feedstock. For the efficient production of naringenin using acetate, identification of the appropriate regulatory node of carbon flux in the biosynthesis of naringenin from acetate would be important. While acetyl-CoA is a key precursor for naringenin production, carbon flux between the TCA cycle and anaplerosis is effectively regulated at the isocitrate node through glyoxylate shunt in acetate metabolism. Accordingly, appropriate rerouting of TCA cycle intermediates from anaplerosis into naringenin biosynthesis via acetyl-CoA replenishment would be required. This study identified the isocitrate and oxaloacetate (OAA) nodes as key regulatory nodes for the naringenin production using acetate. Precise rerouting at the OAA node for enhanced acetyl-CoA was conducted, avoiding extensive loss of OAA by fine-tuning the expression of pckA (encoding phosphoenolpyruvate carboxykinase) with flux redistribution between naringenin biosynthesis and cell growth at the isocitrate node. Consequently, the flux-optimized strain exhibited a significant increase in naringenin production, a 27.2-fold increase (with a 38.3-fold increase of naringenin yield on acetate) over that by the unoptimized strain, producing 97.02 mg/L naringenin with 21.02 mg naringenin/g acetate, which is a competitive result against those in previous studies on conventional substrates, such as glucose. Collectively, we demonstrated efficient flux rerouting for maximum naringenin production from acetate in E. coli. This study was the first attempt of naringenin production from acetate and suggested the potential of biosynthesis of various flavonoids derived from naringenin using acetate. The online version contains supplementary material available at 10.1186/s13068-022-02188-w.",2022,Biotechnology for Biofuels and Bioproducts,"Kim D., Hwang H., Jung G.",BBa_B1001;BBa_J23100;BBa_J23103;BBa_J23104;BBa_J23106;BBa_J23109;BBa_J23113;BBa_J23115,biobrick_fulltext_search
PMC9458429,36039756,10.1093/nar/gkac697,The prokaryotic activity of the IGR IRESs is mediated by ribosomal protein S1,"Internal ribosome entry sites (IRESs) are RNA elements capable of initiating translation on an internal portion of a messenger RNA. The intergenic region (IGR) IRES of the Dicistroviridae virus family folds into a triple pseudoknot tertiary structure, allowing it to recruit the ribosome and initiate translation in a structure dependent manner. This IRES has also been reported to drive translation in Escherichia coli and to date is the only described translation initiation signal that functions across domains of life. Here we show that unlike in the eukaryotic context the tertiary structure of the IGR IRES is not required for prokaryotic ribosome recruitment. In E. coli IGR IRES translation efficiency is dependent on ribosomal protein S1 in conjunction with an AG-rich Shine-Dalgarno-like element, supporting a model where the translational activity of the IGR IRESs is due to S1-mediated canonical prokaryotic translation.",2022,Nucleic Acids Research,"Roberts L., Wieden H.",BBa_B0015;BBa_B0032;BBa_B0033;BBa_B0034;BBa_I719005,biobrick_fulltext_search
PMC9445297,36101898,10.1016/j.synbio.2022.07.006,Parallel screening and cheminformatics modeling of flavonoid activated aptasensors,"A parallel screening of 27 different flavonoids and chalcones was conducted using 6 artificial naringenin-activated riboswitches (M1, M2, M3, O, L and H). A quantitative structure-property relationship approach was applied to understand the physicochemical properties of the flavonoid structures resulting in specificity differences relied on the fluorescence intensity of a green fluorescent protein reporter. Robust models of riboswitches M1, M2 and O that had good predictive power were constructed with descriptors selected for their high correlation. Increased electronegativity and hydrophilicity of the flavonoids structures were identified as two properties that increased binding affinity to RNA riboswitches. Hydroxyl groups at the C-3′ and C-4’ positions of the flavonoid molecule were strictly required for ligand-activation with riboswitches M1 and M2. Riboswitches O and L preferred multi-hydroxylated flavones as ligands. Substitutions on the A ring of the flavonoid molecule were not important in the molecular recognition process. O-glycosylated derivatives were not recognized by any of the riboswitches, presumably due to steric hindrances. Despite the challenges of detecting RNA conformational change after ligand binding, the resulting models elucidate important physicochemical features in the ligands for conformational structural studies of artificial aptamer complexes and for design of ligands having higher binding specificity.",2022,Synthetic and Systems Biotechnology,"Xiu Y., Zhang N., Prabhakaran P., Jang S., Yuan Q., Breneman C., Jung G., Vongsangnak W., Koffas M.",BBa_J23113,biobrick_fulltext_search
PMC9306550,35873911,10.7717/peerj.13639,Engineering a tunable bicistronic TetR autoregulation expression system in Gluconobacter oxydans,"Acetic acid bacteria are well-known for their ability to incompletely oxidize their carbon sources. Many of the products of these oxidations find industrial uses. Metabolic engineering of acetic acid bacteria would improve production efficiency and yield by allowing controllable gene expression. However, the molecular tools necessary for regulating gene expression have only recently started being explored. To this end the ability of the activation-dependent Plux system and two constitutive repression Ptet systems were examined for their ability to modulate gene expression in Gluconobacter oxydans. The activation-dependent Plux system increased gene expression approximately 5-fold regardless of the strength of the constitutive promoter used to express the luxR transcriptional activator. The Ptet system was tunable and had a nearly 20-fold induction when the tetR gene was expressed from the strong constitutive promoters P0169 and P264, but only had a 4-fold induction when a weak constitutive promoter (P452) was used for tetR expression. However, the Ptet system was somewhat leaky when uninduced. To mitigate this background activity, a bicistronic TetR expression system was constructed. Based on molecular modeling, this system is predicted to have low background activity when not induced with anhydrotetracycline. The bicistronic system was inducible up to >3,000-fold and was highly tunable with almost no background expression when uninduced, making this bicistronic system potentially useful for engineering G. oxydans and possibly other acetic acid bacteria. These expression systems add to the newly growing repertoire of suitable regulatable promoter systems in acetic acid bacteria.",2022,PeerJ,"Bertucci M., Ariano K., Zumsteg M., Schweiger P.",BBa_0040;BBa_0062;BBa_B0010;BBa_B0034;BBa_C0062;BBa_R0040;BBa_R0062,biobrick_fulltext_search
PMC9298801,35875527,10.3389/fmicb.2022.928848,Life Within a Contaminated Niche: Comparative Genomic Analyses of an Integrative Conjugative Element ICEnahCSV86 and Two Genomic Islands From Pseudomonas bharatica CSV86T Suggest Probable Role in Colonization and Adaptation,"Comparative genomic and functional analyses revealed the presence of three genomic islands (GIs, >50 Kb size): ICEnahCSV86, Pseudomonas bharatica genomic island-1 (PBGI-1), and PBGI-2 in the preferentially aromatic-degrading soil bacterium, Pseudomonas bharatica CSV86T. Site-specific genomic integration at or near specific transfer RNAs (tRNAs), near-syntenic structural modules, and phylogenetic relatedness indicated their evolutionary lineage to the type-4 secretion system (T4SS) ICEclc family, thus predicting these elements to be integrative conjugative elements (ICEs). These GIs were found to be present as a single copy in the genome and the encoded phenotypic traits were found to be stable, even in the absence of selection pressure. ICEnahCSV86 harbors naphthalene catabolic (nah-sal) cluster, while PBGI-1 harbors Co-Zn-Cd (czc) efflux genes as cargo modules, whereas PBGI-2 was attributed to as a mixed-function element. The ICEnahCSV86 has been reported to be conjugatively transferred (frequency of 7 × 10–8/donor cell) to Stenotrophomonas maltophilia CSV89. Genome-wide comparative analyses of aromatic-degrading bacteria revealed nah-sal clusters from several Pseudomonas spp. as part of probable ICEs, syntenic to conjugatively transferable ICEnahCSV86 of strain CSV86T, suggesting it to be a prototypical element for naphthalene degradation. It was observed that the plasmids harboring nah-sal clusters were phylogenetically incongruent with predicted ICEs, suggesting genetic divergence of naphthalene metabolic clusters in the Pseudomonas population. Gene synteny, divergence estimates, and codon-based Z-test indicated that ICEnahCSV86 is probably derived from PBGI-2, while multiple recombination events masked the ancestral lineage of PBGI-1. Diversifying selection pressure (dN-dS = 2.27–4.31) imposed by aromatics and heavy metals implied the modular exchange-fusion of various cargo clusters through events like recombination, rearrangement, domain reshuffling, and active site optimization, thus allowing the strain to evolve, adapt, and maximize the metabolic efficiency in a contaminated niche. The promoters (Pnah and Psal) of naphthalene cargo modules (nah, sal) on ICEnahCSV86 were proved to be efficient for heterologous protein expression in Escherichia coli. GI-based genomic plasticity expands the metabolic spectrum and versatility of CSV86T, rendering efficient adaptation to the contaminated niche. Such isolate(s) are of utmost importance for their application in bioremediation and are the probable ideal host(s) for metabolic engineering.",2022,Frontiers in Microbiology,"Mohapatra B., Malhotra H., Phale P.",BBa_J61051,biobrick_fulltext_search
PMC9241938,35446123,10.1128/spectrum.02562-21,Expression of the Cyanobacterial FoF1 ATP Synthase Regulator AtpΘ Depends on Small DNA-Binding Proteins and Differential mRNA Stability,"FoF1 ATP synthases produce ATP, the universal biological energy source. ATP synthase complexes on cyanobacterial thylakoid membranes use proton gradients generated either by photosynthesis or respiration. AtpΘ is an ATP synthase regulator in cyanobacteria which is encoded by the gene atpT. AtpΘ prevents the hydrolysis of ATP (reverse reaction) that otherwise would occur under unfavorable conditions. In the cyanobacterium Synechocystis sp. PCC 6803, AtpΘ is expressed maximum in darkness but at very low levels under optimum phototrophic growth conditions or in the presence of glucose. DNA coimmunoprecipitation experiments followed by mass spectrometry identified the binding of the two transcriptional regulators cyAbrB1 and cyAbrB2 to the promoter and the histone-like protein HU to the 5’UTR of atpT. Analyses of nucleotide substitutions in the promoter and GFP reporter assays identified a functionally relevant sequence motif resembling the HLR1 element bound by the RpaB transcription factor. Electrophoretic mobility shift assays confirmed interaction of cyAbrB1, cyAbrB2, and RpaB with the promoter DNA. However, overall the effect of transcriptional regulation was comparatively low. In contrast, atpT transcript stabilities differed dramatically, half-lives were 1.6 min in the light, 33 min in the dark and substantial changes were observed if glucose or DCMU were added. These findings show that transcriptional control of atpT involves nucleoid-associated DNA-binding proteins, positive regulation through RpaB, while the major effect on the condition-dependent regulation of atpT expression is mediated by controlling mRNA stability, which is related to the cellular redox and energy status. IMPORTANCE FoF1 ATP synthases produce ATP, the universal biological energy source. Under unfavorable conditions, ATP synthases can operate in a futile reverse reaction, pumping protons while ATP is used up. Cyanobacteria perform plant-like photosynthesis, but they cannot use the same mechanism as plant chloroplasts to inhibit ATP synthases during the night because respiratory and photosynthetic complexes are both located in the same membrane system. AtpΘ is a small protein encoded by the gene atpT in cyanobacteria that can prevent the ATP synthase reverse reaction (ATPase activity). Here we found that three transcription factors contribute to the regulation of atpT expression. However, the control of mRNA stability was identified as the major regulatory process governing atpT expression. Thus, it is the interplay between transcriptional and posttranscriptional regulation that position the AtpΘ-based regulatory mechanism within the context of the cellular redox and energy balance.",2022,Microbiology Spectrum,"Song K., Hagemann M., Georg J., Maaß S., Becher D., Hess W.",BBa_J23101,biobrick_fulltext_search
PMC9261505,34873292,10.1038/s41564-021-01014-7,Species- and site-specific genome editing in complex bacterial communities,"Knowledge of microbial gene functions comes from manipulating the DNA of individual strains in isolation from their natural communities. While this approach to microbial genetics has been foundational, its requirement for culturable microorganisms has left the majority of microbes and their interactions genetically unexplored. Here, we describe a generalizable strategy for editing the genomes of specific organisms within microbial communities. We identified genetically tractable bacteria within a community using Environmental Transformation Sequencing (ET-Seq), an approach in which non-targeted transposon integrations are mapped and quantified following community delivery. We next developed and used DNA-editing All-in-one RNA-guided CRISPR-Cas Transposase (DART) systems for targeted DNA insertion into organisms identified as tractable by ET-Seq, enabling organism- and locus-specific genetic manipulation within the community context. To illustrate the utility of our approach, we selectively edited closely related strains, measured gene fitness, and enriched targeted members within soil and infant gut microbiota. These results establish a new paradigm for targeted community editing relevant to research and applications on medical, agricultural, and industrial microbiomes.",2022,Nature microbiology,"Rubin B., Diamond S., Cress B., Crits-Christoph A., Lou Y., Borges A., Shivram H., He C., Xu M., Zhou Z.",BBa_J23119,biobrick_fulltext_search
PMC9194655,35756964,10.1016/j.synbio.2022.05.010,Novel switchable ECF sigma factor transcription system for improving thaxtomin A production in Streptomyces,"The application of the valuable natural product thaxtomin A, a potent bioherbicide from the potato scab pathogenic Streptomyces strains, has been greatly hindered by the low yields from its native producers. Here, we developed an orthogonal transcription system, leveraging extra-cytoplasmic function (ECF) sigma (σ) factor 17 (ECF17) and its cognate promoter Pecf17, to express the thaxtomin gene cluster and improve the production of thaxtomin A. The minimal Pecf17 promoter was determined, and a Pecf17 promoter library with a wide range of strengths was constructed. Furthermore, a cumate inducible system was developed for precise temporal control of the ECF17 transcription system in S. venezuelae ISP5230. Theoretically, the switchable ECF17 transcription system could reduce the unwanted influences from host and alleviate the burdens introduced by overexpression of heterologous genes. The yield of thaxtomin A was significantly improved to 202.1 ± 15.3 μ g/mL using the switchable ECF17 transcription system for heterologous expression of the thaxtomin gene cluster in S. venezuelae ISP5230. Besides, the applicability of this transcription system was also tested in Streptomyces albus J1074, and the titer of thaxtomin A was raised to as high as 239.3 ± 30.6 μg/mL. Therefore, the inducible ECF17 transcription system could serve as a complement of the generally used transcription systems based on strong native constitutive promoters and housekeeping σ factors for the heterologous expression of valuable products in diverse Streptomyces hosts.",2022,Synthetic and Systems Biotechnology,"Zhao X., Wei W., Zong Y., Bai C., Guo X., Zhu H., Lou C.",BBa_B0034,biobrick_fulltext_search
PMC9163753,35653932,10.1016/j.redox.2022.102345,Rhodaneses minimize the accumulation of cellular sulfane sulfur to avoid disulfide stress during sulfide oxidation in bacteria,"Heterotrophic bacteria and human mitochondria often use sulfide: quinone oxidoreductase (SQR) and persulfide dioxygenase (PDO) to oxidize sulfide to sulfite and thiosulfate. Bioinformatic analysis showed that the genes encoding RHOD domains were widely presented in annotated sqr-pdo operons and grouped into three types: fused with an SQR domain, fused with a PDO domain, and dissociated proteins. Biochemical evidence suggests that RHODs facilitate the formation of thiosulfate and promote the reaction between inorganic polysulfide and glutathione to produce glutathione polysulfide. However, the physiological roles of RHODs during sulfide oxidation by SQR and PDO could only be tested in an RHOD-free host. To test this, 8 genes encoding RHOD domains in Escherichia coli MG1655 were deleted to produce E. coli RHOD-8K. The sqrCp and pdoCp genes from Cupriavidus pinatubonensis JMP134 were cloned into E. coli RHOD-8K. SQRCp contains a fused RHOD domain at the N-terminus. When the fused RHOD domain of SQRCp was inactivated, the cells oxidized sulfide into increased thiosulfate with the accumulation of cellular sulfane sulfur in comparison with cells containing the intact sqrCp and pdoCp. The complementation of dissociated DUF442 minimized the accumulation of cellular sulfane sulfur and reduced the production of thiosulfate. Further analysis showed that the fused DUF442 domain modulated the activity of SQRCp and prevented it from directly passing the produced sulfane sulfur to GSH. Whereas, the dissociated DUF442 enhanced the PDOCp activity by several folds. Both DUF442 forms minimized the accumulation of cellular sulfane sulfur, which spontaneously reacted with GSH to produce GSSG, causing disulfide stress during sulfide oxidation. Thus, RHODs may play multiple roles during sulfide oxidation.",2022,Redox Biology,"Ran M., Li Q., Xin Y., Ma S., Zhao R., Wang M., Xun L., Xia Y.",BBa_B0031;BBa_B0032;BBa_B0033,biobrick_fulltext_search
PMC9157227,35662893,10.1016/j.mec.2022.e00200,Development of a dedicated Golden Gate Assembly Platform (RtGGA) for Rhodotorula toruloides,"Rhodotorula toruloides is a potential chassis for microbial cell factories as this yeast can metabolise different substrates into a diverse range of natural products, but the lack of efficient synthetic biology tools hinders its applicability. In this study, the modular, versatile and efficient Golden Gate DNA assembly system (RtGGA) was adapted to the first basidiomycete, an oleaginous yeast R. toruloides. R. toruloides CCT 0783 was sequenced, and used for the GGA design. The DNA fragments were assembled with predesigned 4-nt overhangs and a library of standardized parts was created containing promoters, genes, terminators, insertional regions, and resistance genes. The library was combined to create cassettes for the characterization of promoters strength and to overexpress the carotenoid production pathway. A variety of reagents, plasmids, and strategies were used and the RtGGA proved to be robust. The RtGGA was used to build three versions of the carotenoid overexpression cassette by using different promoter combinations. The cassettes were transformed into R. toruloides and the three new strains were characterized. Total carotenoid concentration increased by 41%. The dedicated GGA platform fills a gap in the advanced genome engineering toolkit for R. toruloides, enabling the efficient design of complex metabolic pathways. •R. toruloides CCT 0783 was sequenced, and it is the biggest genome reported for this species.•A dedicated Golden Gate Assembly platform (RtGGA) was adapted to R. toruloides.•RtGGA is the first dedicated platform for a basidiomycete.•Different reagents and approaches for assemblies were used and RtGGA found to be robust.•RtGGA was used for building a pathway for overexpression of carotenoids and titers improved by 41%. R. toruloides CCT 0783 was sequenced, and it is the biggest genome reported for this species. A dedicated Golden Gate Assembly platform (RtGGA) was adapted to R. toruloides. RtGGA is the first dedicated platform for a basidiomycete. Different reagents and approaches for assemblies were used and RtGGA found to be robust. RtGGA was used for building a pathway for overexpression of carotenoids and titers improved by 41%.",2022,Metabolic Engineering Communications,"Bonturi N., Pinheiro M., de Oliveira P., Rusadze E., Eichinger T., Liudžiūtė G., De Biaggi J., Brauer A., Remm M., Miranda E.",BBa_E1010,biobrick_fulltext_search
PMC9181292,35682665,10.3390/ijms23115985,Understanding the Formation and Mechanism of Anticipatory Responses in Escherichia coli,"Microorganisms often live in complex habitats, where changes in the environment are predictable, providing an opportunity for microorganisms to learn, anticipate the upcoming environmental changes and prepare in advance for better survival and growth. One such environment is the mammalian intestine, where the abundance of different carbon sources is spatially distributed. In this study, we identified seven spatially distributed carbon sources in the mammalian intestine and tested whether Escherichia coli exhibits phenotypes that are consistent with an anticipatory response given their spatial order and abundance within the mammalian intestine. Through RNA-Seq and RT-PCR validation measurements, we found that there was a 67% match in the expression patterns between the measured phenotypes and what would otherwise be expected in the case of anticipatory behavior, while 83% and 0% were in agreement with the homeostatic and random response, respectively. To understand the genetic and phenotypic basis of the discrepancies between the expected and measured anticipatory responses, we thoroughly investigated the discrepancy in D-galactose treatment and the expression of maltose operon in E. coli. Here, the expected anticipatory response, based on the spatial distribution of D-galactose and D-maltose, was that D-galactose should upregulate the maltose operon, but it was the opposite in experimental validation. We performed whole genome random mutagenesis and screening and identified E. coli strains with positive expression of maltose operon in D-galactose. Targeted Sanger sequencing and mutation repair identified that the mutations in the promoter region of malT and in the coding region of the crp gene were the factors responsible for the reversion in the association. Further, to identify why positive association in the D-galactose treatment and the expression of the maltose operon did not evolve naturally, fitness measurements were performed. Fitness experiments demonstrated that the fitness of E. coli strains with a positive association in the D-galactose treatment and the expression of the maltose operon was 12% to 20% lower than that of the wild type strain.",2022,International Journal of Molecular Sciences,"Rai N., Kim M., Tagkopoulos I.",BBa_E0020,biobrick_fulltext_search
PMC9148489,35643551,10.1186/s12934-022-01830-4,"SEVA-Cpf1, a CRISPR-Cas12a vector for genome editing in cyanobacteria","Cyanobacteria are photosynthetic autotrophs that have tremendous potential for fundamental research and industrial applications due to their high metabolic plasticity and ability to grow using CO2 and sunlight. CRISPR technology using Cas9 and Cpf1 has been applied to different cyanobacteria for genome manipulations and metabolic engineering. Despite significant advances with genome editing in several cyanobacteria strains, the lack of proper genetic toolboxes is still a limiting factor compared to other model laboratory species. Among the limitations, it is essential to have versatile plasmids that could ease the benchwork when using CRISPR technology. In the present study, several CRISPR-Cpf1 vectors were developed for genetic manipulations in cyanobacteria using SEVA plasmids. SEVA collection is based on modular vectors that enable the exchangeability of diverse elements (e.g. origins of replication and antibiotic selection markers) and the combination with many cargo sequences for varied end-applications. Firstly, using SEVA vectors containing the broad host range RSF1010 origin we demonstrated that these vectors are replicative not only in model cyanobacteria but also in a new cyanobacterium specie, Chroococcidiopsis sp., which is different from those previously published. Then, we constructed SEVA vectors by harbouring CRISPR elements and showed that they can be easily assimilated not only by conjugation, but also by natural transformation. Finally, we used our SEVA-Cpf1 tools to delete the nblA gene in Synechocystis sp. PCC 6803, demonstrating that our plasmids can be applied for CRISPR-based genome editing technology. The results of this study provide new CRISPR-based vectors based on the SEVA (Standard European Vector Architecture) collection that can improve editing processes using the Cpf1 nuclease in cyanobacteria. The online version contains supplementary material available at 10.1186/s12934-022-01830-4.",2022,Microbial Cell Factories,"Baldanta S., Guevara G., Navarro-Llorens J.",BBa_J23119,biobrick_fulltext_search
PMC9066302,35592760,10.1098/rsos.212008,Dynamic proteome allocation regulates the profile of interaction of auxotrophic bacterial consortia,"Microbial ecosystems are composed of multiple species in constant metabolic exchange. A pervasive interaction in microbial communities is metabolic cross-feeding and occurs when the metabolic burden of producing costly metabolites is distributed between community members, in some cases for the benefit of all interacting partners. In particular, amino acid auxotrophies generate obligate metabolic inter-dependencies in mixed populations and have been shown to produce a dynamic profile of interaction that depends upon nutrient availability. However, identifying the key components that determine the pair-wise interaction profile remains a challenging problem, partly because metabolic exchange has consequences on multiple levels, from allocating proteomic resources at a cellular level to modulating the structure, function and stability of microbial communities. To evaluate how ppGpp-mediated resource allocation drives the population-level profile of interaction, here we postulate a multi-scale mathematical model that incorporates dynamics of proteome partition into a population dynamics model. We compare our computational results with experimental data obtained from co-cultures of auxotrophic Escherichia coli K12 strains under a range of amino acid concentrations and population structures. We conclude by arguing that the stringent response promotes cooperation by inhibiting the growth of fast-growing strains and promoting the synthesis of metabolites essential for other community members.",2022,Royal Society Open Science,"Reyes-González D., De Luna-Valenciano H., Utrilla J., Sieber M., Peña-Miller R., Fuentes-Hernández A.",BBa_B0015;BBa_B0034,biobrick_fulltext_search
PMC9026889,35456139,10.3390/pathogens11040464,The Involvement of Thiamine Uptake in the Virulence of Edwardsiella piscicida,"Edwardsiella piscicida is a pathogenic bacterium, which can infect a number of fish species and cause a disease termed edwardsiellosis, threatening global fish farming with high prevalence and mortality. Thiamine (Vitamin B1), functioning in the form of thiamine pyrophosphate (TPP), is essential for almost all organisms. Bacteria acquire TPP by biosynthesis or by transportation of exogenous thiamine. TPP availability has been associated with bacterial pathogenicity, but the underlying mechanisms remain to be discovered. The role of thiamine in the pathogenicity of E. piscicida is unknown. In this study, we characterized a thiamine transporter (TT) operon in E. piscicida. The deletion of the TT operon resulted in an intracellular TPP lacking situation, which led to attenuated overall pathogenicity, impaired abilities associated with motility and host cell adhesion, as well as decreased expression of certain flagellar and adhesion genes. Moreover, TPP starvation led to intracellular c-di-GMP reduction, and introducing into the TPP-suppressed mutant strain an exogenous diguanylate cyclase for c-di-GMP synthesis restored the virulence loss. Taken together, this work reveals the involvement of thiamine uptake in the virulence regulation of E. piscicida, with c-di-GMP implicated in the process. These finding could be employed to explore potential drug targets against E. piscicida.",2022,Pathogens,"Liu X., Wang X., Sun B., Sun L.",BBa_K3740058,biobrick_fulltext_search
PMC9007569,35245022,10.1021/acssynbio.1c00577,"Polymer Encapsulation of Bacterial Biosensors Enables
Coculture with Mammalian Cells"," Coexistence of different populations
of cells and isolation of
tasks can provide enhanced robustness and adaptability or impart new
functionalities to a culture. However, generating stable cocultures
involving cells with vastly different growth rates can be challenging.
To address this, we developed living analytics in a multilayer polymer
shell (LAMPS), an encapsulation method that facilitates the coculture
of mammalian and bacterial cells. We leverage LAMPS to preprogram
a separation of tasks within the coculture: growth and therapeutic
protein production by the mammalian cells and l-lactate biosensing
by Escherichia coli encapsulated within
LAMPS. LAMPS enable the formation of a synthetic bacterial–mammalian
cell interaction that enables a living biosensor to be integrated
into a biomanufacturing process. Our work serves as a proof-of-concept
for further applications in bioprocessing since LAMPS combine the
simplicity and flexibility of a bacterial biosensor with a viable
method to prevent runaway growth that would disturb mammalian cell
physiology.",2022,ACS Synthetic Biology,"Moya-Ramírez I., Kotidis P., Marbiah M., Kim J., Kontoravdi C., Polizzi K.",BBa_J23100;BBa_J23117;BBa_J23118,biobrick_fulltext_search
PMC8976095,35415278,10.1016/j.synbio.2022.03.003,Toehold switch based biosensors for sensing the highly trafficked rosewood Dalbergia maritima,"Nucleic acid sensing is a 3 decades old but still challenging area of application for different biological sub-domains, from pathogen detection to single cell transcriptomics analysis. The many applications of nucleic acid detection and identification are mostly carried out by PCR techniques, sequencing, and their derivatives used at large scale. However, these methods’ limitations on speed, cost, complexity and specificity have motivated the development of innovative detection methods among which nucleic acid biosensing technologies seem promising. Toehold switches are a particular class of RNA sensing devices relying on a conformational switch of secondary structure induced by the pairing of the detected trigger RNA with a de novo designed synthetic sensing mRNA molecule. Here we describe a streamlined methodology enabling the development of such a sensor for the RNA-mediated detection of an endangered plant species in a cell-free reaction system. We applied this methodology to help identify the rosewood Dalbergia maritima, a highly trafficked wood, whose protection is limited by the capacity of the authorities to distinguish protected logs from other unprotected but related species. The streamlined pipeline presented in this work is a versatile framework enabling cheap and rapid development of new sensors for custom RNA detection.",2022,Synthetic and Systems Biotechnology,"Soudier P., Rodriguez Pinzon D., Reif-Trauttmansdorff T., Hijazi H., Cherrière M., Goncalves Pereira C., Blaise D., Pispisa M., Saint-Julien A., Hamlet W.",BBa_K3453103;BBa_K3453104;BBa_K3453105,biobrick_fulltext_search
